Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp,Start_Year
Ewa Pajor,pl POL,FW,Wolfsburg,26-005,1996.0,8,6,510,8,4,8,0,0,0,0,6.8,6.8,1.5,d47a1efd,a1393014,41.0,16.0,0.2,0.5,11.0,0.0,0.17,1.2,1.2,0,148.0,1389.0,270.0,1.1,2.5,10.0,8.0,5.0,1.0,12.0,25.0,16.0,0.0,2.0,4.0,3.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,7.0,0.0,7.0,1.0,6.0,0.0,0.0,251.0,0.0,6.0,65.0,182.0,79.0,251.0,8.0,13.0,34.0,5.0,174.0,55.0,64.0,87.0,3,3,25.0,0.0,0.88,6.0,11.0,-5.0,3.02,8.7,7.2,1.6,2.13,0,2.0,5.0,8.0,6.0,3.0,0.0,0.0,0,25.0,5.0,8.0,97.0,2019.0
Jasmin Pal,at AUT,GK,Köln,26-106,1996.0,3,3,270,0,0,0,0,0,0,0,0.0,0.0,0.0,9e0a6794,88ddc98e,0.0,0.0,,,,0.0,,0.0,0.0,0,155.0,3158.0,2177.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,159.0,95.0,150.0,9.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,72.0,0.0,75.0,75.0,1,0,,0.0,1.33,7.0,6.0,1.0,1.46,6.0,10.5,-4.4,0.28,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,15.0,1.0,0.0,128.0,2019.0
Kaitlyn Parcell,us USA,DF,MSV Duisburg,25-090,1997.0,6,5,468,2,0,2,0,0,0,0,0.4,0.4,0.1,c2b09bae,0580d9a9,3.0,2.0,0.67,1.0,11.7,0.0,0.14,1.6,1.6,0,171.0,1620.0,994.0,0.1,-0.1,1.0,4.0,1.0,1.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,5.0,6.0,10.0,13.0,0.0,217.0,15.0,100.0,83.0,35.0,6.0,217.0,3.0,4.0,9.0,1.0,69.0,5.0,62.0,78.0,2,3,30.0,0.0,1.33,5.0,5.0,0.0,0.36,5.2,7.8,-2.6,0.73,0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0,26.0,1.0,1.0,94.0,2018.0
Tanja Pawollek,pl POL,MF,E. Frankfurt,23-324,1999.0,8,8,705,1,0,1,0,0,1,0,0.5,0.5,0.3,7737e984,97b7c0e8,8.0,2.0,0.13,0.5,17.6,1.0,0.06,0.5,0.5,0,360.0,4789.0,1608.0,0.2,-0.3,4.0,33.0,0.0,0.0,28.0,13.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,3.0,7.0,0.0,2.0,11.0,9.0,11.0,3.0,8.0,11.0,21.0,10.0,0.0,424.0,18.0,98.0,286.0,44.0,4.0,424.0,1.0,2.0,3.0,4.0,257.0,8.0,90.0,90.0,5,0,,0.0,1.8,6.0,7.0,-1.0,-0.7,7.9,6.2,1.7,-0.13,0,3.0,12.0,0.0,6.0,6.0,0.0,0.0,0,65.0,16.0,8.0,277.0,2018.0
Glódís Perla Viggósdóttir,is ISL,DF,Bayern Munich,27-164,1995.0,9,9,810,1,0,1,0,0,0,0,0.7,0.7,0.3,ab0e7355,51ec22be,7.0,2.0,0.14,0.5,10.9,0.0,0.1,0.3,0.3,0,804.0,15256.0,6173.0,0.4,-0.3,3.0,76.0,8.0,0.0,52.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,3.0,1.0,3.0,4.0,1.0,10.0,7.0,3.0,11.0,20.0,25.0,0.0,874.0,63.0,406.0,440.0,33.0,12.0,874.0,4.0,4.0,5.0,2.0,667.0,4.0,32.0,84.0,0,6,23.0,0.0,2.43,9.0,3.0,6.0,2.28,4.7,2.0,2.7,0.26,0,9.0,1.0,1.0,0.0,6.0,0.0,0.0,0,69.0,12.0,13.0,714.0,2019.0
Anja Pfluger,de GER,MF,Essen,29-022,1993.0,9,8,622,0,1,0,0,0,3,0,0.1,0.1,0.1,a3dbdf28,becc1dd0,6.0,0.0,0.0,,30.8,0.0,0.02,-0.1,-0.1,0,216.0,2473.0,781.0,0.1,0.9,4.0,16.0,0.0,0.0,18.0,11.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,4.0,2.0,4.0,10.0,6.0,9.0,1.0,8.0,17.0,25.0,5.0,0.0,271.0,14.0,59.0,169.0,47.0,2.0,271.0,1.0,3.0,4.0,11.0,117.0,1.0,72.0,85.0,5,2,24.0,0.0,0.33,2.0,12.0,-10.0,-0.86,6.2,8.3,-2.1,1.33,0,18.0,7.0,0.0,6.0,2.0,0.0,0.0,0,55.0,5.0,5.0,151.0,2021.0
Katharina Piljić,de GER,"DF,MF",Essen,19-094,2003.0,7,5,495,1,1,1,0,0,1,0,0.1,0.1,0.2,48cde73f,becc1dd0,3.0,1.0,0.33,1.0,24.0,0.0,0.04,0.9,0.9,0,209.0,2837.0,1282.0,0.2,0.8,2.0,18.0,1.0,0.0,22.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,4.0,1.0,3.0,11.0,8.0,15.0,4.0,11.0,19.0,27.0,9.0,2.0,277.0,35.0,127.0,145.0,16.0,2.0,277.0,6.0,9.0,7.0,7.0,132.0,6.0,72.0,72.0,2,0,,0.0,1.5,3.0,3.0,0.0,-0.17,5.3,3.3,2.0,0.37,0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,0,53.0,0.0,2.0,144.0,2021.0
Maria Plattner,at AUT,MF,Turbine Potsdam,21-216,2001.0,2,2,180,0,0,0,0,0,2,0,0.1,0.1,0.0,179f05f4,de550500,1.0,0.0,0.0,,24.8,0.0,0.07,-0.1,-0.1,0,76.0,781.0,345.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,1.0,3.0,7.0,4.0,3.0,1.0,2.0,8.0,13.0,1.0,0.0,101.0,3.0,21.0,42.0,38.0,1.0,101.0,1.0,4.0,6.0,3.0,51.0,4.0,65.0,90.0,5,3,23.0,1.0,0.13,4.0,17.0,-13.0,-0.08,4.4,14.9,-10.5,-0.48,0,3.0,0.0,1.0,5.0,4.0,0.0,0.0,0,11.0,0.0,0.0,47.0,2021.0
Julia Pollak,de GER,DF,SV Meppen,20-213,2002.0,9,9,804,0,0,0,0,0,1,0,0.1,0.1,0.5,c639a95f,4ed1418c,3.0,0.0,0.0,,18.9,1.0,0.05,-0.1,-0.1,0,464.0,5554.0,3158.0,0.5,-0.5,9.0,15.0,3.0,1.0,13.0,14.0,8.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,19.0,17.0,2.0,21.0,29.0,8.0,21.0,7.0,14.0,20.0,58.0,23.0,0.0,586.0,62.0,304.0,206.0,82.0,5.0,586.0,3.0,6.0,12.0,5.0,216.0,3.0,79.0,79.0,3,0,,0.0,1.78,15.0,15.0,0.0,-0.95,13.1,13.8,-0.7,1.74,0,10.0,10.0,0.0,24.0,22.0,0.0,0.0,0,61.0,13.0,4.0,281.0,2018.0
Alexandra Popp,de GER,"FW,MF",Wolfsburg,31-246,1991.0,9,7,642,6,1,6,0,0,3,0,3.3,3.3,0.7,655e7bd0,a1393014,23.0,9.0,0.26,0.67,15.1,0.0,0.14,2.7,2.7,0,254.0,2966.0,850.0,0.7,0.3,10.0,17.0,9.0,5.0,20.0,23.0,17.0,0.0,1.0,3.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,2.0,6.0,6.0,5.0,9.0,4.0,13.0,1.0,12.0,7.0,21.0,7.0,0.0,355.0,8.0,28.0,177.0,150.0,42.0,355.0,4.0,11.0,16.0,9.0,230.0,42.0,,,0,0,,1.0,,,,,,,,,,0,9.0,9.0,7.0,15.0,8.0,0.0,0.0,0,27.0,30.0,12.0,159.0,2021.0
Lara Prašnikar,si SVN,FW,E. Frankfurt,24-122,1998.0,9,9,743,4,1,4,0,0,0,0,3.8,3.8,0.9,08a0adb8,97b7c0e8,31.0,14.0,0.13,0.29,13.8,3.0,0.12,0.2,0.2,0,275.0,2524.0,726.0,1.8,0.1,12.0,19.0,5.0,0.0,20.0,29.0,23.0,0.0,2.0,3.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,3.0,5.0,2.0,1.0,3.0,2.0,12.0,0.0,12.0,0.0,10.0,1.0,0.0,381.0,3.0,17.0,164.0,201.0,47.0,381.0,9.0,21.0,31.0,11.0,266.0,61.0,,,0,0,,3.0,,,,,,,,,,0,6.0,6.0,6.0,18.0,4.0,0.0,0.0,0,31.0,5.0,6.0,184.0,2020.0
Linda Preuß,de GER,"FW,DF",SV Meppen,24-192,1998.0,4,0,34,0,0,0,0,0,0,0,0.0,0.0,0.0,527a88e0,4ed1418c,0.0,0.0,,,,0.0,,0.0,0.0,0,10.0,63.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,2.0,7.0,6.0,4.0,0.0,17.0,1.0,1.0,3.0,1.0,6.0,0.0,19.0,,0,6,19.0,2.0,0.5,1.0,0.0,1.0,2.34,1.5,2.5,-1.1,-0.31,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,4.0,0.0,0.0,3.0,2014.0
Sarah Puntigam,at AUT,"MF,DF",Köln,30-056,1992.0,9,9,774,1,1,1,0,0,1,0,0.3,0.3,1.8,088dd3ef,88ddc98e,9.0,3.0,0.11,0.33,25.0,3.0,0.04,0.7,0.7,0,435.0,5717.0,2686.0,1.7,-0.8,19.0,27.0,3.0,0.0,27.0,24.0,11.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,9.0,2.0,1.0,5.0,9.0,4.0,5.0,0.0,5.0,8.0,20.0,10.0,0.0,493.0,24.0,179.0,212.0,109.0,4.0,493.0,1.0,2.0,9.0,12.0,265.0,12.0,90.0,90.0,9,0,,0.0,2.0,25.0,17.0,8.0,,16.4,11.5,4.9,,0,6.0,3.0,0.0,55.0,5.0,0.0,0.0,0,64.0,10.0,11.0,297.0,2021.0
Nina Räcke,de GER,DF,Essen,21-082,2001.0,8,6,597,0,0,0,0,0,1,0,0.1,0.1,0.0,d0d2c2f8,becc1dd0,1.0,0.0,0.0,,9.1,0.0,0.09,-0.1,-0.1,0,252.0,3681.0,1569.0,0.0,0.0,0.0,15.0,1.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,0.0,0.0,6.0,13.0,7.0,6.0,4.0,2.0,14.0,21.0,29.0,1.0,322.0,54.0,181.0,134.0,9.0,6.0,322.0,1.0,5.0,0.0,1.0,149.0,3.0,2.0,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,1.5,0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0,36.0,12.0,4.0,163.0,2020.0
Laura Radke,de GER,"FW,DF",Turbine Potsdam,23-149,1999.0,6,1,160,0,0,0,0,0,0,0,0.0,0.0,0.0,8c19489e,de550500,1.0,1.0,0.0,0.0,23.2,0.0,0.02,0.0,0.0,0,65.0,861.0,277.0,0.1,0.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,85.0,2.0,14.0,41.0,31.0,1.0,85.0,1.0,1.0,4.0,2.0,53.0,5.0,90.0,90.0,9,0,,0.0,1.0,10.0,17.0,-7.0,,11.7,13.3,-1.7,,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,8.0,1.0,4.0,44.0,2021.0
Maximiliane Rall,de GER,DF,Bayern Munich,29-020,1993.0,9,7,612,1,0,1,0,0,0,0,0.7,0.7,1.0,ce17abd1,51ec22be,10.0,5.0,0.1,0.2,18.2,0.0,0.07,0.3,0.3,0,429.0,5653.0,1889.0,1.2,-1.0,10.0,22.0,11.0,6.0,23.0,16.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,7.0,5.0,6.0,7.0,7.0,0.0,7.0,1.0,6.0,9.0,27.0,15.0,0.0,497.0,16.0,106.0,213.0,182.0,16.0,497.0,2.0,7.0,12.0,9.0,305.0,34.0,48.0,87.0,3,5,17.0,0.0,1.33,3.0,8.0,-5.0,-1.99,3.0,8.0,-5.0,-0.86,0,2.0,7.0,2.0,24.0,10.0,0.0,0.0,0,34.0,7.0,9.0,329.0,2020.0
Felicitas Rauch,de GER,DF,Wolfsburg,26-222,1996.0,8,8,631,1,4,1,0,0,0,0,0.3,0.3,2.4,01079eae,a1393014,6.0,5.0,0.17,0.2,21.7,1.0,0.05,0.7,0.7,0,462.0,6473.0,2810.0,2.8,1.6,21.0,32.0,9.0,4.0,34.0,33.0,12.0,19.0,1.0,0.0,1.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,11.0,6.0,6.0,5.0,0.0,4.0,12.0,8.0,2.0,0.0,2.0,11.0,22.0,5.0,0.0,518.0,10.0,155.0,201.0,165.0,11.0,518.0,5.0,12.0,7.0,1.0,276.0,18.0,42.0,75.0,0,1,8.0,1.0,0.0,1.0,3.0,-2.0,0.06,0.5,1.9,-1.4,0.12,0,0.0,8.0,1.0,56.0,6.0,0.0,0.0,0,42.0,3.0,1.0,342.0,2021.0
Géraldine Reuteler,ch SUI,"FW,MF",E. Frankfurt,23-231,1999.0,8,8,619,2,1,2,0,0,0,0,2.6,2.6,1.7,f64daf84,97b7c0e8,18.0,8.0,0.11,0.25,15.8,0.0,0.16,-0.6,-0.6,0,264.0,3285.0,766.0,2.0,-0.7,17.0,25.0,9.0,1.0,26.0,36.0,25.0,0.0,4.0,3.0,4.0,0.0,7.0,2.0,0.0,0.0,3.0,2.0,0.0,13.0,9.0,1.0,6.0,6.0,2.0,9.0,7.0,6.0,1.0,5.0,6.0,19.0,1.0,0.0,353.0,5.0,28.0,173.0,156.0,32.0,353.0,10.0,21.0,21.0,14.0,248.0,56.0,64.0,85.0,3,2,22.0,0.0,2.0,12.0,9.0,3.0,-0.35,7.3,5.9,1.5,-0.38,0,2.0,14.0,4.0,7.0,9.0,0.0,0.0,0,48.0,2.0,2.0,205.0,2021.0
Annalena Rieke,de GER,MF,Essen,23-332,1999.0,7,3,369,0,0,0,0,0,0,0,0.9,0.9,0.3,71a57599,becc1dd0,14.0,3.0,0.0,0.0,19.6,0.0,0.06,-0.9,-0.9,0,120.0,1224.0,341.0,0.3,-0.3,5.0,8.0,5.0,0.0,10.0,14.0,9.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,3.0,8.0,3.0,6.0,11.0,5.0,9.0,1.0,8.0,2.0,16.0,3.0,0.0,190.0,4.0,32.0,107.0,58.0,17.0,190.0,7.0,10.0,14.0,9.0,73.0,7.0,90.0,90.0,1,0,,6.0,0.0,1.0,4.0,-3.0,-2.38,0.1,3.5,-3.4,-2.1,0,2.0,4.0,0.0,2.0,10.0,0.0,0.0,0,40.0,5.0,9.0,78.0,2019.0
Nina Rolfes,de GER,"FW,MF",SV Meppen,23-106,1999.0,2,0,34,0,0,0,0,0,0,0,0.0,0.0,0.0,9fc29dfa,4ed1418c,0.0,0.0,,,,0.0,,0.0,0.0,0,11.0,191.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,15.0,1.0,11.0,4.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,9.0,0.0,89.0,89.0,8,0,,0.0,1.78,18.0,18.0,0.0,-15.0,13.8,16.6,-2.8,-2.47,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,7.0,2015.0
Jill Roord,nl NED,"MF,FW",Wolfsburg,25-230,1997.0,8,7,599,5,0,5,0,0,0,0,2.8,2.8,0.9,443146ab,a1393014,25.0,10.0,0.2,0.5,16.0,0.0,0.11,2.2,2.2,0,289.0,4134.0,965.0,1.1,-0.9,9.0,25.0,9.0,0.0,28.0,24.0,20.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,4.0,8.0,2.0,5.0,7.0,2.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,376.0,4.0,29.0,181.0,170.0,32.0,376.0,10.0,11.0,24.0,18.0,281.0,52.0,90.0,90.0,8,0,,1.0,0.38,5.0,14.0,-9.0,0.87,,,,,0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,0,47.0,3.0,6.0,241.0,2020.0
Mollie Rouse,eng ENG,MF,Turbine Potsdam,24-011,1998.0,8,7,657,0,1,0,0,0,0,0,0.1,0.1,0.7,6b7d2ee4,de550500,4.0,1.0,0.0,0.0,31.0,0.0,0.03,-0.1,-0.1,0,252.0,3072.0,1006.0,1.0,0.3,7.0,19.0,6.0,2.0,19.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,6.0,7.0,2.0,7.0,17.0,10.0,13.0,3.0,10.0,12.0,27.0,7.0,0.0,345.0,14.0,76.0,191.0,82.0,9.0,345.0,5.0,13.0,17.0,11.0,195.0,20.0,,,0,0,,1.0,,,,,,,,,,0,7.0,17.0,1.0,3.0,12.0,0.0,0.0,0,61.0,5.0,4.0,186.0,2018.0
Letícia Santos,br BRA,DF,E. Frankfurt,28-006,1994.0,3,1,106,0,1,0,0,0,0,0,0.3,0.3,0.6,c07cd3bc,97b7c0e8,4.0,3.0,0.0,0.0,18.9,0.0,0.07,-0.3,-0.3,0,73.0,1133.0,519.0,0.5,0.4,5.0,6.0,3.0,3.0,6.0,8.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,89.0,2.0,7.0,42.0,40.0,4.0,89.0,0.0,2.0,1.0,0.0,62.0,10.0,4.0,,0,1,4.0,0.0,3.0,0.0,0.0,0.0,-0.11,0.1,0.2,-0.1,-2.6,0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0,2.0,0.0,0.0,61.0,2021.0
Katharina Schiechtl,at AUT,"DF,MF",Werder Bremen,29-284,1993.0,6,5,450,0,0,0,0,0,0,0,0.3,0.3,0.1,39f22899,7adbf480,4.0,0.0,0.0,,11.3,0.0,0.07,-0.3,-0.3,0,186.0,2327.0,1211.0,0.1,-0.1,1.0,10.0,1.0,0.0,8.0,6.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,6.0,1.0,1.0,3.0,5.0,2.0,8.0,6.0,2.0,16.0,24.0,27.0,1.0,252.0,48.0,136.0,71.0,48.0,6.0,252.0,1.0,3.0,2.0,2.0,69.0,4.0,,,0,0,,2.0,,,,,,,,,,0,7.0,1.0,1.0,1.0,5.0,0.0,0.0,0,31.0,4.0,2.0,110.0,2018.0
Lea Schüller,de GER,FW,Bayern Munich,25-026,1997.0,9,6,514,6,1,6,0,0,0,0,4.9,4.9,0.6,4528b262,51ec22be,21.0,11.0,0.29,0.55,11.2,0.0,0.23,1.1,1.1,0,112.0,889.0,187.0,0.5,0.4,5.0,3.0,5.0,0.0,8.0,14.0,10.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,4.0,0.0,4.0,4.0,3.0,0.0,3.0,0.0,6.0,4.0,0.0,168.0,5.0,9.0,50.0,110.0,34.0,168.0,0.0,4.0,15.0,13.0,140.0,37.0,90.0,90.0,9,0,,0.0,2.22,20.0,13.0,7.0,,15.3,6.9,8.4,,0,4.0,7.0,7.0,2.0,5.0,0.0,0.0,0,10.0,7.0,3.0,72.0,2018.0
Sarah Schulte,de GER,DF,SV Meppen,27-183,1995.0,9,9,810,0,0,0,0,0,0,0,0.1,0.1,0.1,15927b2c,4ed1418c,3.0,1.0,0.0,0.0,19.6,0.0,0.04,-0.1,-0.1,0,404.0,6854.0,2617.0,0.0,-0.1,2.0,13.0,0.0,0.0,9.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,15.0,1.0,0.0,5.0,8.0,3.0,9.0,5.0,4.0,23.0,39.0,37.0,0.0,516.0,89.0,370.0,125.0,25.0,3.0,516.0,6.0,9.0,10.0,8.0,291.0,2.0,78.0,78.0,4,0,,1.0,3.0,29.0,4.0,25.0,2.62,17.4,4.9,12.5,-0.67,0,3.0,3.0,1.0,1.0,12.0,0.0,2.0,0,55.0,4.0,4.0,316.0,2020.0
Viktoria Schwalm,de GER,MF,Turbine Potsdam,24-364,1997.0,4,4,334,0,0,0,0,0,1,0,0.2,0.2,0.1,109cdc0e,de550500,6.0,2.0,0.0,0.0,23.7,1.0,0.04,-0.2,-0.2,0,105.0,1038.0,376.0,0.2,-0.1,2.0,7.0,4.0,0.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,4.0,4.0,3.0,0.0,3.0,3.0,6.0,0.0,0.0,136.0,0.0,21.0,74.0,43.0,4.0,136.0,2.0,5.0,8.0,2.0,85.0,8.0,,,0,0,,3.0,,,,,,,,,,0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,0,15.0,2.0,3.0,59.0,2020.0
Jasmin Sehan,de GER,"MF,FW",Werder Bremen,25-175,1997.0,8,7,551,0,0,0,0,0,0,0,0.3,0.3,0.2,913b366e,7adbf480,7.0,2.0,0.0,0.0,23.0,0.0,0.04,-0.3,-0.3,0,142.0,1209.0,430.0,0.3,-0.2,3.0,8.0,5.0,1.0,13.0,10.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,5.0,10.0,4.0,13.0,18.0,5.0,7.0,0.0,7.0,10.0,29.0,10.0,0.0,250.0,13.0,48.0,109.0,95.0,13.0,250.0,2.0,8.0,37.0,9.0,123.0,18.0,77.0,84.0,6,1,22.0,0.0,0.78,5.0,22.0,-17.0,-1.45,8.3,13.7,-5.4,-1.34,0,13.0,9.0,1.0,8.0,10.0,0.0,0.0,0,41.0,8.0,14.0,74.0,2021.0
Noa Selimhodzic,il ISR,MF,Turbine Potsdam,19-054,2003.0,5,4,315,0,0,0,0,0,0,0,0.1,0.1,0.1,77406889,de550500,4.0,4.0,0.0,0.0,27.7,0.0,0.03,-0.1,-0.1,0,107.0,1104.0,390.0,0.1,-0.1,1.0,13.0,1.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,0.0,5.0,2.0,7.0,2.0,0.0,147.0,3.0,25.0,81.0,42.0,2.0,147.0,1.0,7.0,10.0,7.0,98.0,6.0,50.0,84.0,3,3,5.0,2.0,1.29,10.0,7.0,3.0,1.16,6.6,4.7,1.9,0.16,0,8.0,3.0,0.0,2.0,4.0,0.0,0.0,0,21.0,1.0,5.0,66.0,2021.0
Elisa Senß,de GER,MF,Leverkusen,25-068,1997.0,9,9,806,1,2,1,0,0,2,0,0.7,0.7,2.1,30bfca52,c6d4860a,17.0,4.0,0.06,0.25,23.8,0.0,0.04,0.3,0.3,0,429.0,6394.0,1949.0,1.5,-0.1,11.0,33.0,9.0,2.0,48.0,23.0,15.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,4.0,9.0,3.0,5.0,10.0,5.0,7.0,0.0,7.0,14.0,30.0,8.0,1.0,542.0,9.0,100.0,328.0,130.0,10.0,542.0,14.0,22.0,22.0,12.0,328.0,19.0,64.0,76.0,2,2,27.0,1.0,3.0,20.0,3.0,17.0,0.0,14.3,3.0,11.3,0.12,0,17.0,24.0,0.0,29.0,9.0,0.0,0.0,0,87.0,8.0,6.0,342.0,2018.0
